state,county,fips,year,office,party,candidate,candidatevotes_sum
Texas,Cherokee,48073,2000,President,republican,George W. Bush,9599
Texas,Cherokee,48073,2004,President,democrat,John Kerry,4439
Texas,Cherokee,48073,2004,President,republican,George W. Bush,11329
Texas,Cherokee,48073,2008,President,democrat,Barack Obama,4610
Texas,Cherokee,48073,2008,President,republican,John McCain,11695
Texas,Cherokee,48073,2012,President,democrat,Barack Obama,3875
Texas,Cherokee,48073,2012,President,republican,Mitt Romney,12094
Texas,Cherokee,48073,2016,President,democrat,Hillary Clinton,3469
Texas,Cherokee,48073,2016,President,republican,Donald Trump,12919
Texas,Childress,48075,2000,President,democrat,Al Gore,602
Texas,Childress,48075,2000,President,republican,George W. Bush,1506
Texas,Childress,48075,2004,President,democrat,John Kerry,511
Texas,Childress,48075,2004,President,republican,George W. Bush,1629
Texas,Childress,48075,2008,President,democrat,Barack Obama,497
Texas,Childress,48075,2008,President,republican,John McCain,1782
Texas,Childress,48075,2012,President,democrat,Barack Obama,320
Texas,Childress,48075,2012,President,republican,Mitt Romney,1665
Texas,Childress,48075,2016,President,democrat,Hillary Clinton,253
Texas,Childress,48075,2016,President,republican,Donald Trump,1802
Texas,Clay,48077,2000,President,democrat,Al Gore,1460
Texas,Clay,48077,2000,President,republican,George W. Bush,3112
Texas,Clay,48077,2004,President,democrat,John Kerry,1299
Texas,Clay,48077,2004,President,republican,George W. Bush,3971
Texas,Clay,48077,2008,President,democrat,Barack Obama,1085
Texas,Clay,48077,2008,President,republican,John McCain,4213
Texas,Clay,48077,2012,President,democrat,Barack Obama,740
Texas,Clay,48077,2012,President,republican,Mitt Romney,4266
Texas,Clay,48077,2016,President,democrat,Hillary Clinton,536
Texas,Clay,48077,2016,President,republican,Donald Trump,4377
Texas,Cochran,48079,2000,President,democrat,Al Gore,344
Texas,Cochran,48079,2000,President,republican,George W. Bush,807
Texas,Cochran,48079,2004,President,democrat,John Kerry,249
Texas,Cochran,48079,2004,President,republican,George W. Bush,856
Texas,Cochran,48079,2008,President,democrat,Barack Obama,284
Texas,Cochran,48079,2008,President,republican,John McCain,758
Texas,Cochran,48079,2012,President,democrat,Barack Obama,256
Texas,Cochran,48079,2012,President,republican,Mitt Romney,649
Texas,Cochran,48079,2016,President,democrat,Hillary Clinton,190
Texas,Cochran,48079,2016,President,republican,Donald Trump,679
Texas,Coke,48081,2000,President,democrat,Al Gore,355
Texas,Coke,48081,2000,President,republican,George W. Bush,1137
Texas,Coke,48081,2004,President,democrat,John Kerry,266
Texas,Coke,48081,2004,President,republican,George W. Bush,1338
Texas,Coke,48081,2008,President,democrat,Barack Obama,299
Texas,Coke,48081,2008,President,republican,John McCain,1252
Texas,Coke,48081,2012,President,democrat,Barack Obama,179
Texas,Coke,48081,2012,President,republican,Mitt Romney,1218
Texas,Coke,48081,2016,President,democrat,Hillary Clinton,140
Texas,Coke,48081,2016,President,republican,Donald Trump,1265
Texas,Coleman,48083,2000,President,democrat,Al Gore,853
Texas,Coleman,48083,2000,President,republican,George W. Bush,2687
Texas,Coleman,48083,2004,President,democrat,John Kerry,778
Texas,Coleman,48083,2004,President,republican,George W. Bush,3035
Texas,Coleman,48083,2008,President,democrat,Barack Obama,643
Texas,Coleman,48083,2008,President,republican,John McCain,3011
Texas,Coleman,48083,2012,President,democrat,Barack Obama,442
Texas,Coleman,48083,2012,President,republican,Mitt Romney,3012
Texas,Coleman,48083,2016,President,democrat,Hillary Clinton,388
Texas,Coleman,48083,2016,President,republican,Donald Trump,3177
Texas,Collin,48085,2000,President,democrat,Al Gore,42884
Texas,Collin,48085,2000,President,republican,George W. Bush,128179
Texas,Collin,48085,2004,President,democrat,John Kerry,68935
Texas,Collin,48085,2004,President,republican,George W. Bush,174435
Texas,Collin,48085,2008,President,democrat,Barack Obama,109047
Texas,Collin,48085,2008,President,republican,John McCain,184897
Texas,Collin,48085,2012,President,democrat,Barack Obama,101415
Texas,Collin,48085,2012,President,republican,Mitt Romney,196888
Texas,Collin,48085,2016,President,democrat,Hillary Clinton,140624
Texas,Collin,48085,2016,President,republican,Donald Trump,201014
Texas,Collingsworth,48087,2000,President,democrat,Al Gore,429
Texas,Collingsworth,48087,2000,President,republican,George W. Bush,974
Texas,Collingsworth,48087,2004,President,democrat,John Kerry,346
Texas,Collingsworth,48087,2004,President,republican,George W. Bush,1051
Texas,Collingsworth,48087,2008,President,democrat,Barack Obama,234
Texas,Collingsworth,48087,2008,President,republican,John McCain,943
Texas,Collingsworth,48087,2012,President,democrat,Barack Obama,177
Texas,Collingsworth,48087,2012,President,republican,Mitt Romney,962
Texas,Collingsworth,48087,2016,President,democrat,Hillary Clinton,145
Texas,Collingsworth,48087,2016,President,republican,Donald Trump,983
Texas,Colorado,48089,2000,President,democrat,Al Gore,2229
Texas,Colorado,48089,2000,President,republican,George W. Bush,4913
Texas,Colorado,48089,2004,President,democrat,John Kerry,2161
Texas,Colorado,48089,2004,President,republican,George W. Bush,5488
Texas,Colorado,48089,2008,President,democrat,Barack Obama,2508
Texas,Colorado,48089,2008,President,republican,John McCain,5795
Texas,Colorado,48089,2012,President,democrat,Barack Obama,2029
Texas,Colorado,48089,2012,President,republican,Mitt Romney,6026
Texas,Colorado,48089,2016,President,democrat,Hillary Clinton,1987
Texas,Colorado,48089,2016,President,republican,Donald Trump,6325
Texas,Comal,48091,2000,President,democrat,Al Gore,7131
Texas,Comal,48091,2000,President,republican,George W. Bush,24599
Texas,Comal,48091,2004,President,democrat,John Kerry,9153
Texas,Comal,48091,2004,President,republican,George W. Bush,31574
Texas,Comal,48091,2008,President,democrat,Barack Obama,12384
Texas,Comal,48091,2008,President,republican,John McCain,35233
Texas,Comal,48091,2012,President,democrat,Barack Obama,11450
Texas,Comal,48091,2012,President,republican,Mitt Romney,39318
Texas,Comal,48091,2016,President,democrat,Hillary Clinton,14238
Texas,Comal,48091,2016,President,republican,Donald Trump,45136
Texas,Comanche,48093,2000,President,democrat,Al Gore,1636
Texas,Comanche,48093,2000,President,republican,George W. Bush,3334
Texas,Comanche,48093,2004,President,democrat,John Kerry,1431
Texas,Comanche,48093,2004,President,republican,George W. Bush,3813
Texas,Comanche,48093,2008,President,democrat,Barack Obama,1334
Texas,Comanche,48093,2008,President,republican,John McCain,3813
Texas,Comanche,48093,2012,President,democrat,Barack Obama,890
Texas,Comanche,48093,2012,President,republican,Mitt Romney,3944
Texas,Comanche,48093,2016,President,democrat,Hillary Clinton,789
Texas,Comanche,48093,2016,President,republican,Donald Trump,4333
Texas,Concho,48095,2000,President,democrat,Al Gore,268
Texas,Concho,48095,2000,President,republican,George W. Bush,818
Texas,Concho,48095,2004,President,democrat,John Kerry,270
Texas,Concho,48095,2004,President,republican,George W. Bush,911
Texas,Concho,48095,2008,President,democrat,Barack Obama,257
Texas,Concho,48095,2008,President,republican,John McCain,807
Texas,Concho,48095,2012,President,democrat,Barack Obama,194
Texas,Concho,48095,2012,President,republican,Mitt Romney,793
Texas,Concho,48095,2016,President,democrat,Hillary Clinton,148
Texas,Concho,48095,2016,President,republican,Donald Trump,885
Texas,Cooke,48097,2000,President,democrat,Al Gore,3153
Texas,Cooke,48097,2000,President,republican,George W. Bush,10128
Texas,Cooke,48097,2004,President,democrat,John Kerry,3142
Texas,Cooke,48097,2004,President,republican,George W. Bush,11908
Texas,Cooke,48097,2008,President,democrat,Barack Obama,3051
Texas,Cooke,48097,2008,President,republican,John McCain,11871
Texas,Cooke,48097,2012,President,democrat,Barack Obama,2246
Texas,Cooke,48097,2012,President,republican,Mitt Romney,11951
Texas,Cooke,48097,2016,President,democrat,Hillary Clinton,2352
Texas,Cooke,48097,2016,President,republican,Donald Trump,13181
Texas,Coryell,48099,2000,President,democrat,Al Gore,4493
Texas,Coryell,48099,2000,President,republican,George W. Bush,10321
Texas,Coryell,48099,2004,President,democrat,John Kerry,5122
Texas,Coryell,48099,2004,President,republican,George W. Bush,12421
Texas,Coryell,48099,2008,President,democrat,Barack Obama,6619
Texas,Coryell,48099,2008,President,republican,John McCain,11550
Texas,Coryell,48099,2012,President,democrat,Barack Obama,5158
Texas,Coryell,48099,2012,President,republican,Mitt Romney,11220
Texas,Coryell,48099,2016,President,democrat,Hillary Clinton,5064
Texas,Coryell,48099,2016,President,republican,Donald Trump,12225
Texas,Cottle,48101,2000,President,democrat,Al Gore,241
Texas,Cottle,48101,2000,President,republican,George W. Bush,502
Texas,Cottle,48101,2004,President,democrat,John Kerry,214
Texas,Cottle,48101,2004,President,republican,George W. Bush,549
Texas,Cottle,48101,2008,President,democrat,Barack Obama,187
Texas,Cottle,48101,2008,President,republican,John McCain,509
Texas,Cottle,48101,2012,President,democrat,Barack Obama,180
Texas,Cottle,48101,2012,President,republican,Mitt Romney,555
Texas,Cottle,48101,2016,President,democrat,Hillary Clinton,92
Texas,Cottle,48101,2016,President,republican,Donald Trump,506
Texas,Crane,48103,2000,President,democrat,Al Gore,387
Texas,Crane,48103,2000,President,republican,George W. Bush,1246
Texas,Crane,48103,2004,President,democrat,John Kerry,254
Texas,Crane,48103,2004,President,republican,George W. Bush,1314
Texas,Crane,48103,2008,President,democrat,Barack Obama,319
Texas,Crane,48103,2008,President,republican,John McCain,1119
Texas,Crane,48103,2012,President,democrat,Barack Obama,275
Texas,Crane,48103,2012,President,republican,Mitt Romney,985
Texas,Crane,48103,2016,President,democrat,Hillary Clinton,299
Texas,Crane,48103,2016,President,republican,Donald Trump,1049
Texas,Crockett,48105,2000,President,democrat,Al Gore,467
Texas,Crockett,48105,2000,President,republican,George W. Bush,924
Texas,Crockett,48105,2004,President,democrat,John Kerry,473
Texas,Crockett,48105,2004,President,republican,George W. Bush,1248
Texas,Crockett,48105,2008,President,democrat,Barack Obama,512
Texas,Crockett,48105,2008,President,republican,John McCain,1026
Texas,Crockett,48105,2012,President,democrat,Barack Obama,480
Texas,Crockett,48105,2012,President,republican,Mitt Romney,957
Texas,Crockett,48105,2016,President,democrat,Hillary Clinton,372
Texas,Crockett,48105,2016,President,republican,Donald Trump,980
Texas,Crosby,48107,2000,President,democrat,Al Gore,705
Texas,Crosby,48107,2000,President,republican,George W. Bush,1270
Texas,Crosby,48107,2004,President,democrat,John Kerry,622
Texas,Crosby,48107,2004,President,republican,George W. Bush,1647
Texas,Crosby,48107,2008,President,democrat,Barack Obama,684
Texas,Crosby,48107,2008,President,republican,John McCain,1221
Texas,Crosby,48107,2012,President,democrat,Barack Obama,639
Texas,Crosby,48107,2012,President,republican,Mitt Romney,1132
Texas,Crosby,48107,2016,President,democrat,Hillary Clinton,468
Texas,Crosby,48107,2016,President,republican,Donald Trump,1181
Texas,Culberson,48109,2000,President,democrat,Al Gore,577
Texas,Culberson,48109,2000,President,republican,George W. Bush,413
Texas,Culberson,48109,2004,President,democrat,John Kerry,375
Texas,Culberson,48109,2004,President,republican,George W. Bush,407
Texas,Culberson,48109,2008,President,democrat,Barack Obama,492
Texas,Culberson,48109,2008,President,republican,John McCain,257
Texas,Culberson,48109,2012,President,democrat,Barack Obama,568
Texas,Culberson,48109,2012,President,republican,Mitt Romney,295
Texas,Culberson,48109,2016,President,democrat,Hillary Clinton,454
Texas,Culberson,48109,2016,President,republican,Donald Trump,280
Texas,Dallam,48111,2000,President,democrat,Al Gore,341
Texas,Dallam,48111,2000,President,republican,George W. Bush,1385
Texas,Dallam,48111,2004,President,democrat,John Kerry,305
Texas,Dallam,48111,2004,President,republican,George W. Bush,1473
Texas,Dallam,48111,2008,President,democrat,Barack Obama,302
Texas,Dallam,48111,2008,President,republican,John McCain,1269
Texas,Dallam,48111,2012,President,democrat,Barack Obama,253
Texas,Dallam,48111,2012,President,republican,Mitt Romney,1248
Texas,Dallam,48111,2016,President,democrat,Hillary Clinton,222
Texas,Dallam,48111,2016,President,republican,Donald Trump,1261
Texas,Dallas,48113,2000,President,democrat,Al Gore,275308
Texas,Dallas,48113,2000,President,republican,George W. Bush,322345
Texas,Dallas,48113,2004,President,democrat,John Kerry,336641
Texas,Dallas,48113,2004,President,republican,George W. Bush,346246
Texas,Dallas,48113,2008,President,democrat,Barack Obama,422989
Texas,Dallas,48113,2008,President,republican,John McCain,310000
Texas,Dallas,48113,2012,President,democrat,Barack Obama,405571
Texas,Dallas,48113,2012,President,republican,Mitt Romney,295813
Texas,Dallas,48113,2016,President,democrat,Hillary Clinton,461080
Texas,Dallas,48113,2016,President,republican,Donald Trump,262945
Texas,Dawson,48115,2000,President,democrat,Al Gore,1463
Texas,Dawson,48115,2000,President,republican,George W. Bush,3337
Texas,Dawson,48115,2004,President,democrat,John Kerry,1114
Texas,Dawson,48115,2004,President,republican,George W. Bush,3419
Texas,Dawson,48115,2008,President,democrat,Barack Obama,1152
Texas,Dawson,48115,2008,President,republican,John McCain,2906
Texas,Dawson,48115,2012,President,democrat,Barack Obama,1019
Texas,Dawson,48115,2012,President,republican,Mitt Romney,2591
Texas,Dawson,48115,2016,President,democrat,Hillary Clinton,835
Texas,Dawson,48115,2016,President,republican,Donald Trump,2636
Texas,Deaf Smith,48117,2000,President,democrat,Al Gore,1240
Texas,Deaf Smith,48117,2000,President,republican,George W. Bush,3687
Texas,Deaf Smith,48117,2004,President,democrat,John Kerry,1133
Texas,Deaf Smith,48117,2004,President,republican,George W. Bush,4139
Texas,Deaf Smith,48117,2008,President,democrat,Barack Obama,1247
Texas,Deaf Smith,48117,2008,President,republican,John McCain,3466
Texas,Deaf Smith,48117,2012,President,democrat,Barack Obama,1239
Texas,Deaf Smith,48117,2012,President,republican,Mitt Romney,3042
Texas,Deaf Smith,48117,2016,President,democrat,Hillary Clinton,1185
Texas,Deaf Smith,48117,2016,President,republican,Donald Trump,2911
Texas,Delta,48119,2000,President,democrat,Al Gore,726
Texas,Delta,48119,2000,President,republican,George W. Bush,1143
Texas,Delta,48119,2004,President,democrat,John Kerry,627
Texas,Delta,48119,2004,President,republican,George W. Bush,1447
Texas,Delta,48119,2008,President,democrat,Barack Obama,589
Texas,Delta,48119,2008,President,republican,John McCain,1580
Texas,Delta,48119,2012,President,democrat,Barack Obama,454
Texas,Delta,48119,2012,President,republican,Mitt Romney,1524
Texas,Delta,48119,2016,President,democrat,Hillary Clinton,400
Texas,Delta,48119,2016,President,republican,Donald Trump,1836
Texas,Denton,48121,2000,President,democrat,Al Gore,40144
Texas,Denton,48121,2000,President,republican,George W. Bush,102171
Texas,Denton,48121,2004,President,democrat,John Kerry,59346
Texas,Denton,48121,2004,President,republican,George W. Bush,140891
Texas,Denton,48121,2008,President,democrat,Barack Obama,91160
Texas,Denton,48121,2008,President,republican,John McCain,149935
Texas,Denton,48121,2012,President,democrat,Barack Obama,80978
Texas,Denton,48121,2012,President,republican,Mitt Romney,157579
Texas,Denton,48121,2016,President,democrat,Hillary Clinton,110890
Texas,Denton,48121,2016,President,republican,Donald Trump,170603
Texas,Dewitt,48123,2000,President,democrat,Al Gore,1570
Texas,Dewitt,48123,2000,President,republican,George W. Bush,4541
Texas,Dewitt,48123,2004,President,democrat,John Kerry,1610
Texas,Dewitt,48123,2004,President,republican,George W. Bush,5100
Texas,Dewitt,48123,2008,President,democrat,Barack Obama,1716
Texas,Dewitt,48123,2008,President,republican,John McCain,4888
Texas,Dewitt,48123,2012,President,democrat,Barack Obama,1467
Texas,Dewitt,48123,2012,President,republican,Mitt Romney,5122
Texas,Dewitt,48123,2016,President,democrat,Hillary Clinton,1163
Texas,Dewitt,48123,2016,President,republican,Donald Trump,5519
Texas,Dickens,48125,2000,President,democrat,Al Gore,284
Texas,Dickens,48125,2000,President,republican,George W. Bush,589
Texas,Dickens,48125,2004,President,democrat,John Kerry,245
Texas,Dickens,48125,2004,President,republican,George W. Bush,815
Texas,Dickens,48125,2008,President,democrat,Barack Obama,234
Texas,Dickens,48125,2008,President,republican,John McCain,730
Texas,Dickens,48125,2012,President,democrat,Barack Obama,216
Texas,Dickens,48125,2012,President,republican,Mitt Romney,793
Texas,Dickens,48125,2016,President,democrat,Hillary Clinton,128
Texas,Dickens,48125,2016,President,republican,Donald Trump,755
Texas,Dimmit,48127,2000,President,democrat,Al Gore,2678
Texas,Dimmit,48127,2000,President,republican,George W. Bush,1032
Texas,Dimmit,48127,2004,President,democrat,John Kerry,2365
Texas,Dimmit,48127,2004,President,republican,George W. Bush,1188
Texas,Dimmit,48127,2008,President,democrat,Barack Obama,2692
Texas,Dimmit,48127,2008,President,republican,John McCain,874
Texas,Dimmit,48127,2012,President,democrat,Barack Obama,2141
Texas,Dimmit,48127,2012,President,republican,Mitt Romney,762
Texas,Dimmit,48127,2016,President,democrat,Hillary Clinton,2173
Texas,Dimmit,48127,2016,President,republican,Donald Trump,974
Texas,Donley,48129,2000,President,democrat,Al Gore,360
Texas,Donley,48129,2000,President,republican,George W. Bush,1333
Texas,Donley,48129,2004,President,democrat,John Kerry,349
Texas,Donley,48129,2004,President,republican,George W. Bush,1429
Texas,Donley,48129,2008,President,democrat,Barack Obama,291
Texas,Donley,48129,2008,President,republican,John McCain,1374
Texas,Donley,48129,2012,President,democrat,Barack Obama,226
Texas,Donley,48129,2012,President,republican,Mitt Romney,1287
Texas,Donley,48129,2016,President,democrat,Hillary Clinton,191
Texas,Donley,48129,2016,President,republican,Donald Trump,1225
Texas,Duval,48131,2000,President,democrat,Al Gore,3990
Texas,Duval,48131,2000,President,republican,George W. Bush,1010
Texas,Duval,48131,2004,President,democrat,John Kerry,2916
Texas,Duval,48131,2004,President,republican,George W. Bush,1160
Texas,Duval,48131,2008,President,democrat,Barack Obama,3298
Texas,Duval,48131,2008,President,republican,John McCain,1076
Texas,Duval,48131,2012,President,democrat,Barack Obama,3331
Texas,Duval,48131,2012,President,republican,Mitt Romney,980
Texas,Duval,48131,2016,President,democrat,Hillary Clinton,2783
Texas,Duval,48131,2016,President,republican,Donald Trump,1316
Texas,Eastland,48133,2000,President,democrat,Al Gore,1774
Texas,Eastland,48133,2000,President,republican,George W. Bush,4531
Texas,Eastland,48133,2004,President,democrat,John Kerry,1582
Texas,Eastland,48133,2004,President,republican,George W. Bush,5249
Texas,Eastland,48133,2008,President,democrat,Barack Obama,1271
Texas,Eastland,48133,2008,President,republican,John McCain,5165
Texas,Eastland,48133,2012,President,democrat,Barack Obama,970
Texas,Eastland,48133,2012,President,republican,Mitt Romney,5444
Texas,Eastland,48133,2016,President,democrat,Hillary Clinton,776
Texas,Eastland,48133,2016,President,republican,Donald Trump,6011
Texas,Ector,48135,2000,President,democrat,Al Gore,9425
Texas,Ector,48135,2000,President,republican,George W. Bush,22893
Texas,Ector,48135,2004,President,democrat,John Kerry,8579
Texas,Ector,48135,2004,President,republican,George W. Bush,27502
Texas,Ector,48135,2008,President,democrat,Barack Obama,9123
Texas,Ector,48135,2008,President,republican,John McCain,26199
Texas,Ector,48135,2012,President,democrat,Barack Obama,8118
Texas,Ector,48135,2012,President,republican,Mitt Romney,24010
Texas,Ector,48135,2016,President,democrat,Hillary Clinton,10249
Texas,Ector,48135,2016,President,republican,Donald Trump,25020
Texas,Edwards,48137,2000,President,democrat,Al Gore,261
Texas,Edwards,48137,2000,President,republican,George W. Bush,663
Texas,Edwards,48137,2004,President,democrat,John Kerry,217
Texas,Edwards,48137,2004,President,republican,George W. Bush,745
Texas,Edwards,48137,2008,President,democrat,Barack Obama,346
Texas,Edwards,48137,2008,President,republican,John McCain,673
Texas,Edwards,48137,2012,President,democrat,Barack Obama,232
Texas,Edwards,48137,2012,President,republican,Mitt Romney,642
Texas,Edwards,48137,2016,President,democrat,Hillary Clinton,303
Texas,Edwards,48137,2016,President,republican,Donald Trump,746
Texas,El Paso,48141,2000,President,democrat,Al Gore,83848
Texas,El Paso,48141,2000,President,republican,George W. Bush,57574
Texas,El Paso,48141,2004,President,democrat,John Kerry,95142
Texas,El Paso,48141,2004,President,republican,George W. Bush,73261
Texas,El Paso,48141,2008,President,democrat,Barack Obama,122021
Texas,El Paso,48141,2008,President,republican,John McCain,61783
Texas,El Paso,48141,2012,President,democrat,Barack Obama,112952
Texas,El Paso,48141,2012,President,republican,Mitt Romney,57150
Texas,El Paso,48141,2016,President,democrat,Hillary Clinton,147843
Texas,El Paso,48141,2016,President,republican,Donald Trump,55512
Texas,Ellis,48139,2000,President,democrat,Al Gore,10629
Texas,Ellis,48139,2000,President,republican,George W. Bush,26091
Texas,Ellis,48139,2004,President,democrat,John Kerry,11640
Texas,Ellis,48139,2004,President,republican,George W. Bush,34602
Texas,Ellis,48139,2008,President,democrat,Barack Obama,15333
Texas,Ellis,48139,2008,President,republican,John McCain,38078
Texas,Ellis,48139,2012,President,democrat,Barack Obama,13881
Texas,Ellis,48139,2012,President,republican,Mitt Romney,39574
Texas,Ellis,48139,2016,President,democrat,Hillary Clinton,16253
Texas,Ellis,48139,2016,President,republican,Donald Trump,44941
Texas,Erath,48143,2000,President,democrat,Al Gore,2804
Texas,Erath,48143,2000,President,republican,George W. Bush,8126
Texas,Erath,48143,2004,President,democrat,John Kerry,2710
Texas,Erath,48143,2004,President,republican,George W. Bush,9506
Texas,Erath,48143,2008,President,democrat,Barack Obama,3128
Texas,Erath,48143,2008,President,republican,John McCain,10768
Texas,Erath,48143,2012,President,democrat,Barack Obama,1965
Texas,Erath,48143,2012,President,republican,Mitt Romney,10329
Texas,Erath,48143,2016,President,democrat,Hillary Clinton,2160
Texas,Erath,48143,2016,President,republican,Donald Trump,11210
Texas,Falls,48145,2000,President,democrat,Al Gore,2417
Texas,Falls,48145,2000,President,republican,George W. Bush,3239
Texas,Falls,48145,2004,President,democrat,John Kerry,2427
Texas,Falls,48145,2004,President,republican,George W. Bush,3454
Texas,Falls,48145,2008,President,democrat,Barack Obama,2225
Texas,Falls,48145,2008,President,republican,John McCain,3328
Texas,Falls,48145,2012,President,democrat,Barack Obama,2033
Texas,Falls,48145,2012,President,republican,Mitt Romney,3356
Texas,Falls,48145,2016,President,democrat,Hillary Clinton,1684
Texas,Falls,48145,2016,President,republican,Donald Trump,3441
Texas,Fannin,48147,2000,President,democrat,Al Gore,4102
Texas,Fannin,48147,2000,President,republican,George W. Bush,6074
Texas,Fannin,48147,2004,President,democrat,John Kerry,4001
Texas,Fannin,48147,2004,President,republican,George W. Bush,7893
Texas,Fannin,48147,2008,President,democrat,Barack Obama,3464
Texas,Fannin,48147,2008,President,republican,John McCain,8092
Texas,Fannin,48147,2012,President,democrat,Barack Obama,2486
Texas,Fannin,48147,2012,President,republican,Mitt Romney,8161
Texas,Fannin,48147,2016,President,democrat,Hillary Clinton,2132
Texas,Fannin,48147,2016,President,republican,Donald Trump,9548
Texas,Fayette,48149,2000,President,democrat,Al Gore,2542
Texas,Fayette,48149,2000,President,republican,George W. Bush,6658
Texas,Fayette,48149,2004,President,democrat,John Kerry,2803
Texas,Fayette,48149,2004,President,republican,George W. Bush,7527
Texas,Fayette,48149,2008,President,democrat,Barack Obama,3014
Texas,Fayette,48149,2008,President,republican,John McCain,7582
Texas,Fayette,48149,2012,President,democrat,Barack Obama,2315
Texas,Fayette,48149,2012,President,republican,Mitt Romney,8106
Texas,Fayette,48149,2016,President,democrat,Hillary Clinton,2144
Texas,Fayette,48149,2016,President,republican,Donald Trump,8743
Texas,Fisher,48151,2000,President,democrat,Al Gore,884
Texas,Fisher,48151,2000,President,republican,George W. Bush,968
Texas,Fisher,48151,2004,President,democrat,John Kerry,758
Texas,Fisher,48151,2004,President,republican,George W. Bush,1161
Texas,Fisher,48151,2008,President,democrat,Barack Obama,687
Texas,Fisher,48151,2008,President,republican,John McCain,1083
Texas,Fisher,48151,2012,President,democrat,Barack Obama,512
Texas,Fisher,48151,2012,President,republican,Mitt Romney,1094
Texas,Fisher,48151,2016,President,democrat,Hillary Clinton,403
Texas,Fisher,48151,2016,President,republican,Donald Trump,1265
Texas,Floyd,48153,2000,President,democrat,Al Gore,580
Texas,Floyd,48153,2000,President,republican,George W. Bush,1830
Texas,Floyd,48153,2004,President,democrat,John Kerry,545
Texas,Floyd,48153,2004,President,republican,George W. Bush,2032
Texas,Floyd,48153,2008,President,democrat,Barack Obama,730
Texas,Floyd,48153,2008,President,republican,John McCain,1784
Texas,Floyd,48153,2012,President,democrat,Barack Obama,551
Texas,Floyd,48153,2012,President,republican,Mitt Romney,1523
Texas,Floyd,48153,2016,President,democrat,Hillary Clinton,435
Texas,Floyd,48153,2016,President,republican,Donald Trump,1474
Texas,Foard,48155,2000,President,democrat,Al Gore,263
Texas,Foard,48155,2000,President,republican,George W. Bush,286
Texas,Foard,48155,2004,President,democrat,John Kerry,235
Texas,Foard,48155,2004,President,republican,George W. Bush,347
Texas,Foard,48155,2008,President,democrat,Barack Obama,198
Texas,Foard,48155,2008,President,republican,John McCain,327
Texas,Foard,48155,2012,President,democrat,Barack Obama,140
Texas,Foard,48155,2012,President,republican,Mitt Romney,348
Texas,Foard,48155,2016,President,democrat,Hillary Clinton,113
Texas,Foard,48155,2016,President,republican,Donald Trump,383
Texas,Fort Bend,48157,2000,President,democrat,Al Gore,47569
Texas,Fort Bend,48157,2000,President,republican,George W. Bush,73567
Texas,Fort Bend,48157,2004,President,democrat,John Kerry,68722
Texas,Fort Bend,48157,2004,President,republican,George W. Bush,93625
Texas,Fort Bend,48157,2008,President,democrat,Barack Obama,98368
Texas,Fort Bend,48157,2008,President,republican,John McCain,103206
Texas,Fort Bend,48157,2012,President,democrat,Barack Obama,101144
Texas,Fort Bend,48157,2012,President,republican,Mitt Romney,116126
Texas,Fort Bend,48157,2016,President,democrat,Hillary Clinton,134686
Texas,Fort Bend,48157,2016,President,republican,Donald Trump,117291
Texas,Franklin,48159,2000,President,democrat,Al Gore,1018
Texas,Franklin,48159,2000,President,republican,George W. Bush,2420
Texas,Franklin,48159,2004,President,democrat,John Kerry,1011
Texas,Franklin,48159,2004,President,republican,George W. Bush,3185
Texas,Franklin,48159,2008,President,democrat,Barack Obama,1036
Texas,Franklin,48159,2008,President,republican,John McCain,3392
Texas,Franklin,48159,2012,President,democrat,Barack Obama,751
Texas,Franklin,48159,2012,President,republican,Mitt Romney,3446
Texas,Franklin,48159,2016,President,democrat,Hillary Clinton,665
Texas,Franklin,48159,2016,President,republican,Donald Trump,3585
Texas,Freestone,48161,2000,President,democrat,Al Gore,2316
Texas,Freestone,48161,2000,President,republican,George W. Bush,4247
Texas,Freestone,48161,2004,President,democrat,John Kerry,2070
Texas,Freestone,48161,2004,President,republican,George W. Bush,5057
Texas,Freestone,48161,2008,President,democrat,Barack Obama,2034
Texas,Freestone,48161,2008,President,republican,John McCain,5205
Texas,Freestone,48161,2012,President,democrat,Barack Obama,1850
Texas,Freestone,48161,2012,President,republican,Mitt Romney,5646
Texas,Freestone,48161,2016,President,democrat,Hillary Clinton,1471
Texas,Freestone,48161,2016,President,republican,Donald Trump,6026
Texas,Frio,48163,2000,President,democrat,Al Gore,2317
Texas,Frio,48163,2000,President,republican,George W. Bush,1774
Texas,Frio,48163,2004,President,democrat,John Kerry,1931
Texas,Frio,48163,2004,President,republican,George W. Bush,1991
Texas,Frio,48163,2008,President,democrat,Barack Obama,2405
Texas,Frio,48163,2008,President,republican,John McCain,1644
Texas,Frio,48163,2012,President,democrat,Barack Obama,2376
Texas,Frio,48163,2012,President,republican,Mitt Romney,1559
Texas,Frio,48163,2016,President,democrat,Hillary Clinton,2444
Texas,Frio,48163,2016,President,republican,Donald Trump,1856
Texas,Gaines,48165,2000,President,democrat,Al Gore,723
Texas,Gaines,48165,2000,President,republican,George W. Bush,2691
Texas,Gaines,48165,2004,President,democrat,John Kerry,608
Texas,Gaines,48165,2004,President,republican,George W. Bush,3540
Texas,Gaines,48165,2008,President,democrat,Barack Obama,650
Texas,Gaines,48165,2008,President,republican,John McCain,3385
Texas,Gaines,48165,2012,President,democrat,Barack Obama,535
