state,county,fips,year,office,party,candidate,candidatevotes_sum
Indiana,Blackford,18009,2012,President,democrat,Barack Obama,1927
Indiana,Blackford,18009,2012,President,republican,Mitt Romney,2711
Indiana,Blackford,18009,2016,President,democrat,Hillary Clinton,1243
Indiana,Blackford,18009,2016,President,republican,Donald Trump,3350
Indiana,Boone,18011,2000,President,democrat,Al Gore,4763
Indiana,Boone,18011,2000,President,republican,George W. Bush,13161
Indiana,Boone,18011,2004,President,democrat,John Kerry,5636
Indiana,Boone,18011,2004,President,republican,George W. Bush,17055
Indiana,Boone,18011,2008,President,democrat,Barack Obama,9752
Indiana,Boone,18011,2008,President,republican,John McCain,16622
Indiana,Boone,18011,2012,President,democrat,Barack Obama,8328
Indiana,Boone,18011,2012,President,republican,Mitt Romney,18808
Indiana,Boone,18011,2016,President,democrat,Hillary Clinton,10181
Indiana,Boone,18011,2016,President,republican,Donald Trump,19654
Indiana,Brown,18013,2000,President,democrat,Al Gore,2608
Indiana,Brown,18013,2000,President,republican,George W. Bush,3871
Indiana,Brown,18013,2004,President,democrat,John Kerry,2730
Indiana,Brown,18013,2004,President,republican,George W. Bush,4512
Indiana,Brown,18013,2008,President,democrat,Barack Obama,3854
Indiana,Brown,18013,2008,President,republican,John McCain,4060
Indiana,Brown,18013,2012,President,democrat,Barack Obama,3060
Indiana,Brown,18013,2012,President,republican,Mitt Romney,4332
Indiana,Brown,18013,2016,President,democrat,Hillary Clinton,2518
Indiana,Brown,18013,2016,President,republican,Donald Trump,5016
Indiana,Carroll,18015,2000,President,democrat,Al Gore,2965
Indiana,Carroll,18015,2000,President,republican,George W. Bush,5102
Indiana,Carroll,18015,2004,President,democrat,John Kerry,2689
Indiana,Carroll,18015,2004,President,republican,George W. Bush,5868
Indiana,Carroll,18015,2008,President,democrat,Barack Obama,3736
Indiana,Carroll,18015,2008,President,republican,John McCain,4858
Indiana,Carroll,18015,2012,President,democrat,Barack Obama,2635
Indiana,Carroll,18015,2012,President,republican,Mitt Romney,4999
Indiana,Carroll,18015,2016,President,democrat,Hillary Clinton,1892
Indiana,Carroll,18015,2016,President,republican,Donald Trump,6273
Indiana,Cass,18017,2000,President,democrat,Al Gore,5412
Indiana,Cass,18017,2000,President,republican,George W. Bush,9305
Indiana,Cass,18017,2004,President,democrat,John Kerry,4315
Indiana,Cass,18017,2004,President,republican,George W. Bush,9480
Indiana,Cass,18017,2008,President,democrat,Barack Obama,7011
Indiana,Cass,18017,2008,President,republican,John McCain,8346
Indiana,Cass,18017,2012,President,democrat,Barack Obama,5371
Indiana,Cass,18017,2012,President,republican,Mitt Romney,8443
Indiana,Cass,18017,2016,President,democrat,Hillary Clinton,3759
Indiana,Cass,18017,2016,President,republican,Donald Trump,9701
Indiana,Clark,18019,2000,President,democrat,Al Gore,17360
Indiana,Clark,18019,2000,President,republican,George W. Bush,19417
Indiana,Clark,18019,2004,President,democrat,John Kerry,17648
Indiana,Clark,18019,2004,President,republican,George W. Bush,24495
Indiana,Clark,18019,2008,President,democrat,Barack Obama,21953
Indiana,Clark,18019,2008,President,republican,John McCain,25326
Indiana,Clark,18019,2012,President,democrat,Barack Obama,20807
Indiana,Clark,18019,2012,President,republican,Mitt Romney,25450
Indiana,Clark,18019,2016,President,democrat,Hillary Clinton,18808
Indiana,Clark,18019,2016,President,republican,Donald Trump,30035
Indiana,Clay,18021,2000,President,democrat,Al Gore,3605
Indiana,Clay,18021,2000,President,republican,George W. Bush,6393
Indiana,Clay,18021,2004,President,democrat,John Kerry,3333
Indiana,Clay,18021,2004,President,republican,George W. Bush,7361
Indiana,Clay,18021,2008,President,democrat,Barack Obama,4954
Indiana,Clay,18021,2008,President,republican,John McCain,6267
Indiana,Clay,18021,2012,President,democrat,Barack Obama,3460
Indiana,Clay,18021,2012,President,republican,Mitt Romney,7096
Indiana,Clay,18021,2016,President,democrat,Hillary Clinton,2306
Indiana,Clay,18021,2016,President,republican,Donald Trump,8531
Indiana,Clinton,18023,2000,President,democrat,Al Gore,3643
Indiana,Clinton,18023,2000,President,republican,George W. Bush,7141
Indiana,Clinton,18023,2004,President,democrat,John Kerry,3335
Indiana,Clinton,18023,2004,President,republican,George W. Bush,8471
Indiana,Clinton,18023,2008,President,democrat,Barack Obama,5307
Indiana,Clinton,18023,2008,President,republican,John McCain,6919
Indiana,Clinton,18023,2012,President,democrat,Barack Obama,3308
Indiana,Clinton,18023,2012,President,republican,Mitt Romney,6338
Indiana,Clinton,18023,2016,President,democrat,Hillary Clinton,2819
Indiana,Clinton,18023,2016,President,republican,Donald Trump,8531
Indiana,Crawford,18025,2000,President,democrat,Al Gore,1817
Indiana,Crawford,18025,2000,President,republican,George W. Bush,2327
Indiana,Crawford,18025,2004,President,democrat,John Kerry,1932
Indiana,Crawford,18025,2004,President,republican,George W. Bush,2609
Indiana,Crawford,18025,2008,President,democrat,Barack Obama,2286
Indiana,Crawford,18025,2008,President,republican,John McCain,2393
Indiana,Crawford,18025,2012,President,democrat,Barack Obama,2041
Indiana,Crawford,18025,2012,President,republican,Mitt Romney,2421
Indiana,Crawford,18025,2016,President,democrat,Hillary Clinton,1323
Indiana,Crawford,18025,2016,President,republican,Donald Trump,3015
Indiana,Daviess,18027,2000,President,democrat,Al Gore,2697
Indiana,Daviess,18027,2000,President,republican,George W. Bush,6872
Indiana,Daviess,18027,2004,President,democrat,John Kerry,2573
Indiana,Daviess,18027,2004,President,republican,George W. Bush,7936
Indiana,Daviess,18027,2008,President,democrat,Barack Obama,3370
Indiana,Daviess,18027,2008,President,republican,John McCain,7098
Indiana,Daviess,18027,2012,President,democrat,Barack Obama,2437
Indiana,Daviess,18027,2012,President,republican,Mitt Romney,7638
Indiana,Daviess,18027,2016,President,democrat,Hillary Clinton,1800
Indiana,Daviess,18027,2016,President,republican,Donald Trump,8545
Indiana,Dearborn,18029,2000,President,democrat,Al Gore,6020
Indiana,Dearborn,18029,2000,President,republican,George W. Bush,11452
Indiana,Dearborn,18029,2004,President,democrat,John Kerry,6596
Indiana,Dearborn,18029,2004,President,republican,George W. Bush,14231
Indiana,Dearborn,18029,2008,President,democrat,Barack Obama,7123
Indiana,Dearborn,18029,2008,President,republican,John McCain,14886
Indiana,Dearborn,18029,2012,President,democrat,Barack Obama,6528
Indiana,Dearborn,18029,2012,President,republican,Mitt Romney,15394
Indiana,Dearborn,18029,2016,President,democrat,Hillary Clinton,4883
Indiana,Dearborn,18029,2016,President,republican,Donald Trump,18113
Indiana,Decatur,18031,2000,President,democrat,Al Gore,2889
Indiana,Decatur,18031,2000,President,republican,George W. Bush,6115
Indiana,Decatur,18031,2004,President,democrat,John Kerry,2621
Indiana,Decatur,18031,2004,President,republican,George W. Bush,7499
Indiana,Decatur,18031,2008,President,democrat,Barack Obama,3892
Indiana,Decatur,18031,2008,President,republican,John McCain,6449
Indiana,Decatur,18031,2012,President,democrat,Barack Obama,2941
Indiana,Decatur,18031,2012,President,republican,Mitt Romney,7119
Indiana,Decatur,18031,2016,President,democrat,Hillary Clinton,2121
Indiana,Decatur,18031,2016,President,republican,Donald Trump,8490
Indiana,DeKalb,18033,2000,President,democrat,Al Gore,4776
Indiana,DeKalb,18033,2000,President,republican,George W. Bush,8701
Indiana,DeKalb,18033,2004,President,democrat,John Kerry,4810
Indiana,DeKalb,18033,2004,President,republican,George W. Bush,10468
Indiana,DeKalb,18033,2008,President,democrat,Barack Obama,7175
Indiana,DeKalb,18033,2008,President,republican,John McCain,9780
Indiana,DeKalb,18033,2012,President,democrat,Barack Obama,5419
Indiana,DeKalb,18033,2012,President,republican,Mitt Romney,10587
Indiana,DeKalb,18033,2016,President,democrat,Hillary Clinton,3942
Indiana,DeKalb,18033,2016,President,republican,Donald Trump,12054
Indiana,Delaware,18035,2000,President,democrat,Al Gore,20876
Indiana,Delaware,18035,2000,President,republican,George W. Bush,22105
Indiana,Delaware,18035,2004,President,democrat,John Kerry,20436
Indiana,Delaware,18035,2004,President,republican,George W. Bush,27064
Indiana,Delaware,18035,2008,President,democrat,Barack Obama,28384
Indiana,Delaware,18035,2008,President,republican,John McCain,20916
Indiana,Delaware,18035,2012,President,democrat,Barack Obama,22654
Indiana,Delaware,18035,2012,President,republican,Mitt Romney,21251
Indiana,Delaware,18035,2016,President,democrat,Hillary Clinton,18153
Indiana,Delaware,18035,2016,President,republican,Donald Trump,24263
Indiana,Dubois,18037,2000,President,democrat,Al Gore,5090
Indiana,Dubois,18037,2000,President,republican,George W. Bush,10134
Indiana,Dubois,18037,2004,President,democrat,John Kerry,5210
Indiana,Dubois,18037,2004,President,republican,George W. Bush,11726
Indiana,Dubois,18037,2008,President,democrat,Barack Obama,8748
Indiana,Dubois,18037,2008,President,republican,John McCain,9526
Indiana,Dubois,18037,2012,President,democrat,Barack Obama,6522
Indiana,Dubois,18037,2012,President,republican,Mitt Romney,11654
Indiana,Dubois,18037,2016,President,democrat,Hillary Clinton,5389
Indiana,Dubois,18037,2016,President,republican,Donald Trump,13365
Indiana,Elkhart,18039,2000,President,democrat,Al Gore,16402
Indiana,Elkhart,18039,2000,President,republican,George W. Bush,36756
Indiana,Elkhart,18039,2004,President,democrat,John Kerry,17966
Indiana,Elkhart,18039,2004,President,republican,George W. Bush,42967
Indiana,Elkhart,18039,2008,President,democrat,Barack Obama,31398
Indiana,Elkhart,18039,2008,President,republican,John McCain,39396
Indiana,Elkhart,18039,2012,President,democrat,Barack Obama,24399
Indiana,Elkhart,18039,2012,President,republican,Mitt Romney,42378
Indiana,Elkhart,18039,2016,President,democrat,Hillary Clinton,20740
Indiana,Elkhart,18039,2016,President,republican,Donald Trump,41867
Indiana,Fayette,18041,2000,President,democrat,Al Gore,3415
Indiana,Fayette,18041,2000,President,republican,George W. Bush,5060
Indiana,Fayette,18041,2004,President,democrat,John Kerry,3626
Indiana,Fayette,18041,2004,President,republican,George W. Bush,5761
Indiana,Fayette,18041,2008,President,democrat,Barack Obama,4389
Indiana,Fayette,18041,2008,President,republican,John McCain,4917
Indiana,Fayette,18041,2012,President,democrat,Barack Obama,3555
Indiana,Fayette,18041,2012,President,republican,Mitt Romney,5045
Indiana,Fayette,18041,2016,President,democrat,Hillary Clinton,2252
Indiana,Fayette,18041,2016,President,republican,Donald Trump,6839
Indiana,Floyd,18043,2000,President,democrat,Al Gore,13209
Indiana,Floyd,18043,2000,President,republican,George W. Bush,16486
Indiana,Floyd,18043,2004,President,democrat,John Kerry,13857
Indiana,Floyd,18043,2004,President,republican,George W. Bush,19877
Indiana,Floyd,18043,2008,President,democrat,Barack Obama,16263
Indiana,Floyd,18043,2008,President,republican,John McCain,19957
Indiana,Floyd,18043,2012,President,democrat,Barack Obama,14812
Indiana,Floyd,18043,2012,President,republican,Mitt Romney,19878
Indiana,Floyd,18043,2016,President,democrat,Hillary Clinton,13945
Indiana,Floyd,18043,2016,President,republican,Donald Trump,21432
Indiana,Fountain,18045,2000,President,democrat,Al Gore,2717
Indiana,Fountain,18045,2000,President,republican,George W. Bush,4408
Indiana,Fountain,18045,2004,President,democrat,John Kerry,2477
Indiana,Fountain,18045,2004,President,republican,George W. Bush,5260
Indiana,Fountain,18045,2008,President,democrat,Barack Obama,3094
Indiana,Fountain,18045,2008,President,republican,John McCain,4158
Indiana,Fountain,18045,2012,President,democrat,Barack Obama,2237
Indiana,Fountain,18045,2012,President,republican,Mitt Romney,4664
Indiana,Fountain,18045,2016,President,democrat,Hillary Clinton,1476
Indiana,Fountain,18045,2016,President,republican,Donald Trump,5662
Indiana,Franklin,18047,2000,President,democrat,Al Gore,2591
Indiana,Franklin,18047,2000,President,republican,George W. Bush,5587
Indiana,Franklin,18047,2004,President,democrat,John Kerry,2925
Indiana,Franklin,18047,2004,President,republican,George W. Bush,6977
Indiana,Franklin,18047,2008,President,democrat,Barack Obama,3404
Indiana,Franklin,18047,2008,President,republican,John McCain,7018
Indiana,Franklin,18047,2012,President,democrat,Barack Obama,2909
Indiana,Franklin,18047,2012,President,republican,Mitt Romney,7424
Indiana,Franklin,18047,2016,President,democrat,Hillary Clinton,1969
Indiana,Franklin,18047,2016,President,republican,Donald Trump,8669
Indiana,Fulton,18049,2000,President,democrat,Al Gore,2960
Indiana,Fulton,18049,2000,President,republican,George W. Bush,5218
Indiana,Fulton,18049,2004,President,democrat,John Kerry,2607
Indiana,Fulton,18049,2004,President,republican,George W. Bush,6027
Indiana,Fulton,18049,2008,President,democrat,Barack Obama,3702
Indiana,Fulton,18049,2008,President,republican,John McCain,5147
Indiana,Fulton,18049,2012,President,democrat,Barack Obama,2621
Indiana,Fulton,18049,2012,President,republican,Mitt Romney,5317
Indiana,Fulton,18049,2016,President,democrat,Hillary Clinton,1960
Indiana,Fulton,18049,2016,President,republican,Donald Trump,6010
Indiana,Gibson,18051,2000,President,democrat,Al Gore,5802
Indiana,Gibson,18051,2000,President,republican,George W. Bush,7734
Indiana,Gibson,18051,2004,President,democrat,John Kerry,5378
Indiana,Gibson,18051,2004,President,republican,George W. Bush,9133
Indiana,Gibson,18051,2008,President,democrat,Barack Obama,6455
Indiana,Gibson,18051,2008,President,republican,John McCain,8449
Indiana,Gibson,18051,2012,President,democrat,Barack Obama,4928
Indiana,Gibson,18051,2012,President,republican,Mitt Romney,9487
Indiana,Gibson,18051,2016,President,democrat,Hillary Clinton,3721
Indiana,Gibson,18051,2016,President,republican,Donald Trump,11081
Indiana,Grant,18053,2000,President,democrat,Al Gore,9712
Indiana,Grant,18053,2000,President,republican,George W. Bush,16153
Indiana,Grant,18053,2004,President,democrat,John Kerry,8509
Indiana,Grant,18053,2004,President,republican,George W. Bush,18769
Indiana,Grant,18053,2008,President,democrat,Barack Obama,11293
Indiana,Grant,18053,2008,President,republican,John McCain,14734
Indiana,Grant,18053,2012,President,democrat,Barack Obama,9589
Indiana,Grant,18053,2012,President,republican,Mitt Romney,15151
Indiana,Grant,18053,2016,President,democrat,Hillary Clinton,7010
Indiana,Grant,18053,2016,President,republican,Donald Trump,17008
Indiana,Greene,18055,2000,President,democrat,Al Gore,4898
Indiana,Greene,18055,2000,President,republican,George W. Bush,7452
Indiana,Greene,18055,2004,President,democrat,John Kerry,4606
Indiana,Greene,18055,2004,President,republican,George W. Bush,8609
Indiana,Greene,18055,2008,President,democrat,Barack Obama,5709
Indiana,Greene,18055,2008,President,republican,John McCain,7691
Indiana,Greene,18055,2012,President,democrat,Barack Obama,4350
Indiana,Greene,18055,2012,President,republican,Mitt Romney,8457
Indiana,Greene,18055,2016,President,democrat,Hillary Clinton,2929
Indiana,Greene,18055,2016,President,republican,Donald Trump,10277
Indiana,Hamilton,18057,2000,President,democrat,Al Gore,18002
Indiana,Hamilton,18057,2000,President,republican,George W. Bush,56372
Indiana,Hamilton,18057,2004,President,democrat,John Kerry,26388
Indiana,Hamilton,18057,2004,President,republican,George W. Bush,77887
Indiana,Hamilton,18057,2008,President,democrat,Barack Obama,49704
Indiana,Hamilton,18057,2008,President,republican,John McCain,78401
Indiana,Hamilton,18057,2012,President,democrat,Barack Obama,43796
Indiana,Hamilton,18057,2012,President,republican,Mitt Romney,90747
Indiana,Hamilton,18057,2016,President,democrat,Hillary Clinton,57263
Indiana,Hamilton,18057,2016,President,republican,Donald Trump,87404
Indiana,Hancock,18059,2000,President,democrat,Al Gore,6503
Indiana,Hancock,18059,2000,President,republican,George W. Bush,15943
Indiana,Hancock,18059,2004,President,democrat,John Kerry,6912
Indiana,Hancock,18059,2004,President,republican,George W. Bush,20771
Indiana,Hancock,18059,2008,President,democrat,Barack Obama,11874
Indiana,Hancock,18059,2008,President,republican,John McCain,22008
Indiana,Hancock,18059,2012,President,democrat,Barack Obama,9319
Indiana,Hancock,18059,2012,President,republican,Mitt Romney,22796
Indiana,Hancock,18059,2016,President,democrat,Hillary Clinton,8904
Indiana,Hancock,18059,2016,President,republican,Donald Trump,25074
Indiana,Harrison,18061,2000,President,democrat,Al Gore,5870
Indiana,Harrison,18061,2000,President,republican,George W. Bush,8711
Indiana,Harrison,18061,2004,President,democrat,John Kerry,6171
Indiana,Harrison,18061,2004,President,republican,George W. Bush,11015
Indiana,Harrison,18061,2008,President,democrat,Barack Obama,7288
Indiana,Harrison,18061,2008,President,republican,John McCain,10551
Indiana,Harrison,18061,2012,President,democrat,Barack Obama,6607
Indiana,Harrison,18061,2012,President,republican,Mitt Romney,10640
Indiana,Harrison,18061,2016,President,democrat,Hillary Clinton,4783
Indiana,Harrison,18061,2016,President,republican,Donald Trump,12943
Indiana,Hendricks,18063,2000,President,democrat,Al Gore,10786
Indiana,Hendricks,18063,2000,President,republican,George W. Bush,28651
Indiana,Hendricks,18063,2004,President,democrat,John Kerry,13548
Indiana,Hendricks,18063,2004,President,republican,George W. Bush,38430
Indiana,Hendricks,18063,2008,President,democrat,Barack Obama,24548
Indiana,Hendricks,18063,2008,President,republican,John McCain,39728
Indiana,Hendricks,18063,2012,President,democrat,Barack Obama,21112
Indiana,Hendricks,18063,2012,President,republican,Mitt Romney,44312
Indiana,Hendricks,18063,2016,President,democrat,Hillary Clinton,22600
Indiana,Hendricks,18063,2016,President,republican,Donald Trump,48337
Indiana,Henry,18065,2000,President,democrat,Al Gore,7647
Indiana,Henry,18065,2000,President,republican,George W. Bush,10321
Indiana,Henry,18065,2004,President,democrat,John Kerry,7176
Indiana,Henry,18065,2004,President,republican,George W. Bush,13137
Indiana,Henry,18065,2008,President,democrat,Barack Obama,10059
Indiana,Henry,18065,2008,President,republican,John McCain,10896
Indiana,Henry,18065,2012,President,democrat,Barack Obama,7613
Indiana,Henry,18065,2012,President,republican,Mitt Romney,10838
Indiana,Henry,18065,2016,President,democrat,Hillary Clinton,5124
Indiana,Henry,18065,2016,President,republican,Donald Trump,13895
Indiana,Howard,18067,2000,President,democrat,Al Gore,12899
Indiana,Howard,18067,2000,President,republican,George W. Bush,20331
Indiana,Howard,18067,2004,President,democrat,John Kerry,12998
Indiana,Howard,18067,2004,President,republican,George W. Bush,23714
Indiana,Howard,18067,2008,President,democrat,Barack Obama,17871
Indiana,Howard,18067,2008,President,republican,John McCain,20248
Indiana,Howard,18067,2012,President,democrat,Barack Obama,15135
Indiana,Howard,18067,2012,President,republican,Mitt Romney,20327
Indiana,Howard,18067,2016,President,democrat,Hillary Clinton,11215
Indiana,Howard,18067,2016,President,republican,Donald Trump,23675
Indiana,Huntington,18069,2000,President,democrat,Al Gore,4119
Indiana,Huntington,18069,2000,President,republican,George W. Bush,10113
Indiana,Huntington,18069,2004,President,democrat,John Kerry,3877
Indiana,Huntington,18069,2004,President,republican,George W. Bush,11617
Indiana,Huntington,18069,2008,President,democrat,Barack Obama,5843
Indiana,Huntington,18069,2008,President,republican,John McCain,10291
Indiana,Huntington,18069,2012,President,democrat,Barack Obama,4596
Indiana,Huntington,18069,2012,President,republican,Mitt Romney,10862
Indiana,Huntington,18069,2016,President,democrat,Hillary Clinton,3506
Indiana,Huntington,18069,2016,President,republican,Donald Trump,11649
Indiana,Jackson,18071,2000,President,democrat,Al Gore,5330
Indiana,Jackson,18071,2000,President,republican,George W. Bush,9054
Indiana,Jackson,18071,2004,President,democrat,John Kerry,5092
Indiana,Jackson,18071,2004,President,republican,George W. Bush,11083
Indiana,Jackson,18071,2008,President,democrat,Barack Obama,7354
Indiana,Jackson,18071,2008,President,republican,John McCain,9726
Indiana,Jackson,18071,2012,President,democrat,Barack Obama,5838
Indiana,Jackson,18071,2012,President,republican,Mitt Romney,10419
Indiana,Jackson,18071,2016,President,democrat,Hillary Clinton,3843
Indiana,Jackson,18071,2016,President,republican,Donald Trump,12859
Indiana,Jasper,18073,2000,President,democrat,Al Gore,3744
Indiana,Jasper,18073,2000,President,republican,George W. Bush,7212
Indiana,Jasper,18073,2004,President,democrat,John Kerry,3678
Indiana,Jasper,18073,2004,President,republican,George W. Bush,8056
Indiana,Jasper,18073,2008,President,democrat,Barack Obama,5044
Indiana,Jasper,18073,2008,President,republican,John McCain,7669
Indiana,Jasper,18073,2012,President,democrat,Barack Obama,4672
Indiana,Jasper,18073,2012,President,republican,Mitt Romney,7955
Indiana,Jasper,18073,2016,President,democrat,Hillary Clinton,3329
Indiana,Jasper,18073,2016,President,republican,Donald Trump,9382
Indiana,Jay,18075,2000,President,democrat,Al Gore,3167
Indiana,Jay,18075,2000,President,republican,George W. Bush,4687
Indiana,Jay,18075,2004,President,democrat,John Kerry,2740
Indiana,Jay,18075,2004,President,republican,George W. Bush,5427
Indiana,Jay,18075,2008,President,democrat,Barack Obama,3748
Indiana,Jay,18075,2008,President,republican,John McCain,4401
Indiana,Jay,18075,2012,President,democrat,Barack Obama,3063
Indiana,Jay,18075,2012,President,republican,Mitt Romney,4645
Indiana,Jay,18075,2016,President,democrat,Hillary Clinton,1889
Indiana,Jay,18075,2016,President,republican,Donald Trump,5697
Indiana,Jefferson,18077,2000,President,democrat,Al Gore,5117
Indiana,Jefferson,18077,2000,President,republican,George W. Bush,6582
Indiana,Jefferson,18077,2004,President,democrat,John Kerry,5117
Indiana,Jefferson,18077,2004,President,republican,George W. Bush,7763
Indiana,Jefferson,18077,2008,President,democrat,Barack Obama,6255
Indiana,Jefferson,18077,2008,President,republican,John McCain,7053
Indiana,Jefferson,18077,2012,President,democrat,Barack Obama,5728
Indiana,Jefferson,18077,2012,President,republican,Mitt Romney,7096
Indiana,Jefferson,18077,2016,President,democrat,Hillary Clinton,4326
Indiana,Jefferson,18077,2016,President,republican,Donald Trump,8546
Indiana,Jennings,18079,2000,President,democrat,Al Gore,3549
Indiana,Jennings,18079,2000,President,republican,George W. Bush,5732
Indiana,Jennings,18079,2004,President,democrat,John Kerry,3538
Indiana,Jennings,18079,2004,President,republican,George W. Bush,6864
Indiana,Jennings,18079,2008,President,democrat,Barack Obama,5312
Indiana,Jennings,18079,2008,President,republican,John McCain,6261
Indiana,Jennings,18079,2012,President,democrat,Barack Obama,3821
Indiana,Jennings,18079,2012,President,republican,Mitt Romney,6120
Indiana,Jennings,18079,2016,President,democrat,Hillary Clinton,2364
Indiana,Jennings,18079,2016,President,republican,Donald Trump,8224
Indiana,Johnson,18081,2000,President,democrat,Al Gore,11952
Indiana,Johnson,18081,2000,President,republican,George W. Bush,29404
Indiana,Johnson,18081,2004,President,democrat,John Kerry,13109
Indiana,Johnson,18081,2004,President,republican,George W. Bush,37765
Indiana,Johnson,18081,2008,President,democrat,Barack Obama,21553
Indiana,Johnson,18081,2008,President,republican,John McCain,36487
Indiana,Johnson,18081,2012,President,democrat,Barack Obama,17260
Indiana,Johnson,18081,2012,President,republican,Mitt Romney,39513
Indiana,Johnson,18081,2016,President,democrat,Hillary Clinton,17318
Indiana,Johnson,18081,2016,President,republican,Donald Trump,45456
Indiana,Knox,18083,2000,President,democrat,Al Gore,6300
Indiana,Knox,18083,2000,President,republican,George W. Bush,8485
Indiana,Knox,18083,2004,President,democrat,John Kerry,5649
Indiana,Knox,18083,2004,President,republican,George W. Bush,9990
Indiana,Knox,18083,2008,President,democrat,Barack Obama,7569
Indiana,Knox,18083,2008,President,republican,John McCain,8639
Indiana,Knox,18083,2012,President,democrat,Barack Obama,5228
Indiana,Knox,18083,2012,President,republican,Mitt Romney,9612
Indiana,Knox,18083,2016,President,democrat,Hillary Clinton,3772
Indiana,Knox,18083,2016,President,republican,Donald Trump,11077
Indiana,Kosciusko,18085,2000,President,democrat,Al Gore,5785
Indiana,Kosciusko,18085,2000,President,republican,George W. Bush,19040
Indiana,Kosciusko,18085,2004,President,democrat,John Kerry,5977
Indiana,Kosciusko,18085,2004,President,republican,George W. Bush,22136
Indiana,Kosciusko,18085,2008,President,democrat,Barack Obama,9236
Indiana,Kosciusko,18085,2008,President,republican,John McCain,20488
Indiana,Kosciusko,18085,2012,President,democrat,Barack Obama,6862
Indiana,Kosciusko,18085,2012,President,republican,Mitt Romney,22558
Indiana,Kosciusko,18085,2016,President,democrat,Hillary Clinton,6313
Indiana,Kosciusko,18085,2016,President,republican,Donald Trump,23935
Indiana,LaGrange,18087,2000,President,democrat,Al Gore,2733
Indiana,LaGrange,18087,2000,President,republican,George W. Bush,5437
Indiana,LaGrange,18087,2004,President,democrat,John Kerry,2523
Indiana,LaGrange,18087,2004,President,republican,George W. Bush,6430
Indiana,LaGrange,18087,2008,President,democrat,Barack Obama,3663
Indiana,LaGrange,18087,2008,President,republican,John McCain,5702
Indiana,LaGrange,18087,2012,President,democrat,Barack Obama,2898
Indiana,LaGrange,18087,2012,President,republican,Mitt Romney,6231
Indiana,LaGrange,18087,2016,President,democrat,Hillary Clinton,2080
Indiana,LaGrange,18087,2016,President,republican,Donald Trump,7025
Indiana,Lake,18089,2000,President,democrat,Al Gore,109078
Indiana,Lake,18089,2000,President,republican,George W. Bush,63389
Indiana,Lake,18089,2004,President,democrat,John Kerry,114743
Indiana,Lake,18089,2004,President,republican,George W. Bush,71903
Indiana,Lake,18089,2008,President,democrat,Barack Obama,139301
Indiana,Lake,18089,2008,President,republican,John McCain,67742
Indiana,Lake,18089,2012,President,democrat,Barack Obama,130897
Indiana,Lake,18089,2012,President,republican,Mitt Romney,68431
Indiana,Lake,18089,2016,President,democrat,Hillary Clinton,116935
Indiana,Lake,18089,2016,President,republican,Donald Trump,75625
Indiana,LaPorte,18091,2000,President,democrat,Al Gore,19736
Indiana,LaPorte,18091,2000,President,republican,George W. Bush,18994
Indiana,LaPorte,18091,2004,President,democrat,John Kerry,21114
Indiana,LaPorte,18091,2004,President,republican,George W. Bush,20916
Indiana,LaPorte,18091,2008,President,democrat,Barack Obama,28258
Indiana,LaPorte,18091,2008,President,republican,John McCain,17918
Indiana,LaPorte,18091,2012,President,democrat,Barack Obama,24107
Indiana,LaPorte,18091,2012,President,republican,Mitt Romney,18615
Indiana,LaPorte,18091,2016,President,democrat,Hillary Clinton,19798
Indiana,LaPorte,18091,2016,President,republican,Donald Trump,22687
Indiana,Lawrence,18093,2000,President,democrat,Al Gore,5071
Indiana,Lawrence,18093,2000,President,republican,George W. Bush,10677
Indiana,Lawrence,18093,2004,President,democrat,John Kerry,5346
Indiana,Lawrence,18093,2004,President,republican,George W. Bush,12207
Indiana,Lawrence,18093,2008,President,democrat,Barack Obama,7208
Indiana,Lawrence,18093,2008,President,republican,John McCain,11018
Indiana,Lawrence,18093,2012,President,democrat,Barack Obama,5779
Indiana,Lawrence,18093,2012,President,republican,Mitt Romney,11622
Indiana,Lawrence,18093,2016,President,democrat,Hillary Clinton,4210
Indiana,Lawrence,18093,2016,President,republican,Donald Trump,14035
Indiana,Madison,18095,2000,President,democrat,Al Gore,23403
Indiana,Madison,18095,2000,President,republican,George W. Bush,27956
Indiana,Madison,18095,2004,President,democrat,John Kerry,21882
Indiana,Madison,18095,2004,President,republican,George W. Bush,32526
Indiana,Madison,18095,2008,President,democrat,Barack Obama,30152
Indiana,Madison,18095,2008,President,republican,John McCain,26403
Indiana,Madison,18095,2012,President,democrat,Barack Obama,24407
Indiana,Madison,18095,2012,President,republican,Mitt Romney,26769
Indiana,Madison,18095,2016,President,democrat,Hillary Clinton,18595
Indiana,Madison,18095,2016,President,republican,Donald Trump,32376
Indiana,Marion,18097,2000,President,democrat,Al Gore,134189
Indiana,Marion,18097,2000,President,republican,George W. Bush,137810
Indiana,Marion,18097,2004,President,democrat,John Kerry,162249
Indiana,Marion,18097,2004,President,republican,George W. Bush,156072
Indiana,Marion,18097,2008,President,democrat,Barack Obama,241987
Indiana,Marion,18097,2008,President,republican,John McCain,134313
Indiana,Marion,18097,2012,President,democrat,Barack Obama,216336
Indiana,Marion,18097,2012,President,republican,Mitt Romney,136509
Indiana,Marion,18097,2016,President,democrat,Hillary Clinton,212899
Indiana,Marion,18097,2016,President,republican,Donald Trump,130360
Indiana,Marshall,18099,2000,President,democrat,Al Gore,5541
